status,copyright,response.docs.abstract,response.docs.web_url,response.docs.snippet,response.docs.lead_paragraph,response.docs.print_section,response.docs.print_page,response.docs.source,response.docs.multimedia,response.docs.keywords,response.docs.pub_date,response.docs.document_type,response.docs.news_desk,response.docs.section_name,response.docs.type_of_material,response.docs._id,response.docs.word_count,response.docs.uri,response.docs.headline.main,response.docs.headline.kicker,response.docs.headline.content_kicker,response.docs.headline.print_headline,response.docs.headline.name,response.docs.headline.seo,response.docs.headline.sub,response.docs.byline.original,response.docs.byline.person,response.docs.byline.organization,response.meta.hits,response.meta.offset,response.meta.time,response.docs.subsection_name
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  Enemies to the death for three decades, Israel and the Palestine Liberation Organization opened a new era in their blood-soaked history today by recognizing each other's legitimacy and the rights of both to represent their people's dreams.    Yasir Arafat, the P.L.O. chairman, said in a letter to Prime Minister Yitzhak Rabin that his group recognized Israel's right ""to exist in peace and security,"" renounced ""the use of terrorism and other acts of violence,"" and was ready to discipline any of its loyalists who break this pledge.",https://www.nytimes.com/1993/09/10/world/mideast-accord-overview-plo-israel-accept-each-other-after-3-decades-relentless.html,,"Enemies to the death for three decades, Israel and the Palestine Liberation Organization opened a new era in their blood-soaked history today by recognizing each other's legitimacy and the rights of both to represent their people's dreams.",A,1,The New York Times,,,1993-09-10T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/5eb2ef96-f7d1-532d-97b2-076b2ff5630b,1912,nyt://article/5eb2ef96-f7d1-532d-97b2-076b2ff5630b,MIDEAST ACCORD: The Overview; P.L.O. AND ISRAEL ACCEPT EACH OTHER AFTER 3 DECADES OF RELENTLESS STRIFE,NA,NA,MIDEAST ACCORD: The Overview; P.L.O. AND ISRAEL ACCEPT EACH OTHER AFTER 3 DECADES OF RELENTLESS STRIFE,NA,NA,NA,By Clyde Haberman,,NA,3371,30,17,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  The Middle East will never be the same.   The mutual recognition agreement between Israel and the Palestine Liberation Organization today fundamentally alters both the political and psychological maps of the region. It may not bring peace tomorrow or the day after, but it will reshape the Middle East more than any other single event since the establishment of Israel in 1948.",https://www.nytimes.com/1993/09/10/world/mideast-accord-news-analysis-the-brave-new-middle-east.html,,The Middle East will never be the same.,A,1,The New York Times,,,1993-09-10T05:00:00+0000,article,Foreign Desk,World,An Analysis; News Analysis,nyt://article/f34036b8-240d-5903-981e-311afc043ebb,1578,nyt://article/f34036b8-240d-5903-981e-311afc043ebb,MIDEAST ACCORD: News Analysis; The Brave New Middle East,NA,NA,MIDEAST ACCORD: News Analysis; The Brave New Middle East,NA,NA,NA,By Thomas L. Friedman,,NA,3371,30,17,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  Khalil al-Wazir's wife and 14-year-old daughter stood a few feet away, frozen in horror as Israeli commandos broke into their Tunis apartment in 1988 and turned their automatic weapons on Mr. Wazir, Yasir Arafat's most trusted deputy.   As they watched, the Israelis sprayed Mr. Wazir with so many bullets -- dozens and dozens of rounds -- that the P.L.O. leader's body was not even recognizable when the Israelis turned to leave.",https://www.nytimes.com/1993/09/11/world/mideast-accord-history-years-of-bloodletting-scar-israeli-plo-relations.html,,"Khalil al-Wazir's wife and 14-year-old daughter stood a few feet away, frozen in horror as Israeli commandos broke into their Tunis apartment in 1988 and turned their automatic weapons on Mr. Wazir, Yasir Arafat's most trusted deputy.",1,6,The New York Times,,,1993-09-11T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/b8a42cf9-7d38-5c45-807a-6fe27793b106,1070,nyt://article/b8a42cf9-7d38-5c45-807a-6fe27793b106,MIDEAST ACCORD: History; Years of Bloodletting Scar Israeli-P.L.O. Relations,NA,NA,MIDEAST ACCORD: History; Years of Bloodletting Scar Israeli-P.L.O. Relations,NA,NA,NA,By Joel Brinkley,,NA,3371,30,17,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Those opposed to the historic agreement toward peace in the Middle East argue that it will lead within a few years to a Palestinian state and therefore to the fatal undermining of Israel's security.

How great is that risk? First, it may very well be that the outcome will not be an independent state. Many Palestinians will privately admit that independence makes no sense, and that confederation with Jordan is by far the better choice. There are, for example, enormous economic benefits to be gained by removing artificial barriers to communication, travel and trade in the area.",https://www.nytimes.com/1993/09/10/opinion/israel-can-live-with-the-risks.html,"Those opposed to the historic agreement toward peace in the Middle East argue that it will lead within a few years to a Palestinian state and therefore to the fatal undermining of Israel's security.

How great is that risk? First, it may very well...",Those opposed to the historic agreement toward peace in the Middle East argue that it will lead within a few years to a Palestinian state and therefore to the fatal undermining of Israel's security.,A,27,The New York Times,,,1993-09-10T05:00:00+0000,article,Editorial Desk,Opinion,Op-Ed,nyt://article/ce5f2a3f-2f07-5c3e-991e-4a6d68498039,758,nyt://article/ce5f2a3f-2f07-5c3e-991e-4a6d68498039,Israel Can Live With the Risks,NA,NA,Israel Can Live With the Risks,NA,NA,NA,By Roger Harrison,,NA,3371,30,17,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  What does President Clinton think of the muttering on the right in Israel that when Likud comes back into power, today's agreement with the P.L.O. would be abrogated?   ""It concerns me, although our information is that Mr.  [ Benjamin ]  Netanyahu has been quite careful about his comments. Israel is a democracy, and historically democracies have honored the commitments that their governments have made with others along their borders, even with a transition government,"" President Clinton said in an interview on the eve of the signing of the first pact between Israel and the P.L.O.",https://www.nytimes.com/1993/09/13/opinion/essay-a-talk-with-clinton.html,,"What does President Clinton think of the muttering on the right in Israel that when Likud comes back into power, today's agreement with the P.L.O. would be abrogated?",A,21,The New York Times,,,1993-09-13T05:00:00+0000,article,Editorial Desk,Opinion,Op-Ed,nyt://article/fffcf0e2-2fe6-5d11-b18f-7dc14ef74c22,798,nyt://article/fffcf0e2-2fe6-5d11-b18f-7dc14ef74c22,Essay; A Talk With Clinton,NA,NA,Essay; A Talk With Clinton,NA,NA,NA,By William Safire,,NA,3371,30,17,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  Senior officials in Jordan have for the first time outlined the basis of planned negotiations with Israel in a detailed agenda that has been approved by both countries.   The agenda is the first step toward the establishment of diplomatic relations and a peace treaty between Israel and Jordan, according to a draft copy of the document obtained in Amman.",https://www.nytimes.com/1993/09/13/world/mideast-accord-jordan-jordan-and-israel-in-accord-on-agenda-for-negotiations.html,,Senior officials in Jordan have for the first time outlined the basis of planned negotiations with Israel in a detailed agenda that has been approved by both countries.,A,12,The New York Times,,,1993-09-13T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/2d8a70a0-5fbd-5839-a88c-196faa357d50,950,nyt://article/2d8a70a0-5fbd-5839-a88c-196faa357d50,MIDEAST ACCORD: Jordan; Jordan and Israel in Accord On Agenda for Negotiations,NA,NA,MIDEAST ACCORD: Jordan; Jordan and Israel in Accord On Agenda for Negotiations,NA,NA,NA,By Chris Hedges,,NA,3371,30,17,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  As the Israelis and Palestinians struggle with the final wording of a declaration recognizing each other's existence, the United States is settling into the role of hand-holder, fund-raiser and protocol chief. It is calling on the players to press forward, asking the Europeans and the rich Persian Gulf Arabs to underwrite the cost of peace and wrestling with the guest list for a still-tentative signing ceremony.   Left out of the secret negotiations brokered by the Norwegians and unable to talk directly to the Palestine Liberation Organization, the Administration is not offering proposals of its own to help break the deadlock or functioning as the ""full partner"" it has offered to be. Rather, officials involved in the process are dealing with details like whether to tell the Norwegians whether it is appropriate to pass on certain messages to the Egyptians and how to fend off old friends who are lobbying to get invited to the White House signing.",https://www.nytimes.com/1993/09/09/world/mideast-accord-washington-memo-as-history-unfolds-us-takes-to-sidelines.html,,"As the Israelis and Palestinians struggle with the final wording of a declaration recognizing each other's existence, the United States is settling into the role of hand-holder, fund-raiser and protocol chief. It is calling on the players to press forward, asking the Europeans and the rich Persian Gulf Arabs to underwrite the cost of peace and wrestling with the guest list for a still-tentative signing ceremony.",A,12,The New York Times,,,1993-09-09T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/d65afe64-0505-5c51-a2a8-e493f2c2a32a,746,nyt://article/d65afe64-0505-5c51-a2a8-e493f2c2a32a,"MIDEAST ACCORD: Washington Memo; As History Unfolds, U.S. Takes to Sidelines",NA,NA,"MIDEAST ACCORD: Washington Memo; As History Unfolds, U.S. Takes to Sidelines",NA,NA,NA,By Elaine Sciolino,,NA,3371,30,17,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  Following are excerpts from an interview early today with President Clinton aboard Air Force One, as transcribed by The New York Times:",https://www.nytimes.com/1993/09/12/world/mideast-accord-a-practical-step-excerpts-from-interview-with-president.html,,"Following are excerpts from an interview early today with President Clinton aboard Air Force One, as transcribed by The New York Times:",1,10,The New York Times,,,1993-09-12T05:00:00+0000,article,Foreign Desk,World,Text,nyt://article/0896656a-9360-5516-ba39-2d4fd0387c41,1172,nyt://article/0896656a-9360-5516-ba39-2d4fd0387c41,Mideast Accord; A 'Practical Step': Excerpts From Interview With President,NA,NA,Mideast Accord; A 'Practical Step': Excerpts From Interview With President,NA,NA,NA,NA,,NA,3371,40,46,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  Jordanian officials said today that they would approve an outline of their own draft agreement with Israel ""hours"" after the Palestinians sign their accord with Israel.    ""We have not announced a final approval on this yet,"" Prime Minister Abdel Salam Majali said. ""We are waiting now to see what the Palestinians are going to announce officially.""",https://www.nytimes.com/1993/09/10/world/mideast-accord-jordan-jordan-waits-to-ratify-pact-with-israel.html,,"Jordanian officials said today that they would approve an outline of their own draft agreement with Israel ""hours"" after the Palestinians sign their accord with Israel.",A,12,The New York Times,,,1993-09-10T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/03b368e2-421a-51a9-b398-47311f8d52b1,1115,nyt://article/03b368e2-421a-51a9-b398-47311f8d52b1,MIDEAST ACCORD: Jordan; Jordan Waits to Ratify Pact With Israel,NA,NA,MIDEAST ACCORD: Jordan; Jordan Waits to Ratify Pact With Israel,NA,NA,NA,By Chris Hedges,,NA,3371,40,46,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  With his draft peace agreement with the Palestinians on the line, Prime Minister Yitzhak Rabin suffered a potentially damaging blow today when the head of a religious party was forced to resign from the Cabinet, threatening the Government's hold on Parliament.   If the six members of Parliament from the religious Shas Party quit the governing coalition in sympathy with their leader -- and there is a chance they will -- the Prime Minister will lose his majority and thus the assured legislative support he needs for his peace plan. The resignation was over a domestic issue unrelated to Palestinian autonomy, but nevertheless it could hurt the peace plan's chances.",https://www.nytimes.com/1993/09/09/world/mideast-accord-israeli-cabinet-official-quits-imperiling-peace-plan.html,,"With his draft peace agreement with the Palestinians on the line, Prime Minister Yitzhak Rabin suffered a potentially damaging blow today when the head of a religious party was forced to resign from the Cabinet, threatening the Government's hold on Parliament.",A,12,The New York Times,,,1993-09-09T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/62196019-cb1a-546d-bab0-68079b9a68ed,941,nyt://article/62196019-cb1a-546d-bab0-68079b9a68ed,"Israeli Cabinet Official Quits, Imperiling Peace Plan",MIDEAST ACCORD,NA,"MIDEAST ACCORD; Israeli Cabinet Official Quits, Imperiling Peace Plan",NA,NA,NA,By Clyde Haberman,,NA,3371,40,46,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  The mutual recognition accord and draft peace agreement between Israel and the Palestinians leave many questions unanswered, both large and small, about the practical aspects of creating two autonomous regions.   JERICHO'S LIMITS The Gaza Strip has clear borders, but how will the boundaries of Jericho be drawn? Will the autonomous enclave include only the small town, or extend to unpopulated and agricultural land around Jericho? How will the border be marked -- with a fence, patrolled on both sides by security forces? How will people who live in Jericho but work in other parts of the West Bank or in Israel cross the border each day?",https://www.nytimes.com/1993/09/10/world/mideast-accord-unanswered-questions-details-unsettled-in-accord.html,,"The mutual recognition accord and draft peace agreement between Israel and the Palestinians leave many questions unanswered, both large and small, about the practical aspects of creating two autonomous regions.",A,14,The New York Times,,,1993-09-10T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/664aa4d1-33f2-5100-a7cc-25bbec3a9dd3,595,nyt://article/664aa4d1-33f2-5100-a7cc-25bbec3a9dd3,MIDEAST ACCORD: Unanswered Questions; Details Unsettled In Accord,NA,NA,MIDEAST ACCORD: Unanswered Questions; Details Unsettled In Accord,NA,NA,NA,By Sabra Chartrand,,NA,3371,40,46,NA
